timestamp,email_address,which_country_do_you_work_in,what_city_do_you_work_in,which_us_state_do_you_work_in,which_canadian_province_do_you_work_in,company_or_institution_name,which_of_the_following_best_describes_your_company,biotech_sub_industry,company_detail_approximate_company_size,provide_a_review_and_rate_your_companyinstitution_and_experience,work_life_balance_on_average_how_many_hours_do_you_work_per_week,what_is_your_official_job_title,which_department_best_describes_your_role_if_you_cant_find_one_that_fits_your_specific_role_select_other_and_describe,briefly_describe_your_position_and_responsibilities,do_you_work_inperson_remote_or_hybrid,how_many_days_on_average_per_week_do_you_work_from_home,what_degrees_do_you_have,how_many_total_years_of_experience_in_postdocs_do_you_have,list_other_relevant_and_recognized_certifications,please_enter_your_total_years_of_experience_in_the_field,what_currency_will_you_be_answering_these_questions_in,are_you_a_salaried_or_hourly_employee,if_you_are_an_hourly_employee_how_many_hours_per_week_do_you_work,annual_base_salary,overtime_pay,annual_target_bonus_in_percentage,commission,annual_equitystock_option,most_recent_annual_yearly_raise,bonus_value,stockequity_options,relocation_assistance_total_value,retirement_benefits,healthcare_benefits,select_the_highest_level_of_education_that_you_have_thats_relevant_to_your_occupation_if_you_have_multiple_please_select_other_and_describe,how_many_years_have_you_been_working_at_this_current_position,what_currency_will_you_be_answering_these_quesitons_in,survey_feedback,any_other_type_of_annual_bonus_please_describe,how_much_of_your_bonus_did_you_receive_in_the_last_cycle
2025-08-14 15:27:30.802000,,United States,,Pennsylvania,,Merck,Public,Pharmaceutical (including “big pharma”),5000+,"I have a relatively high opinion of the company. Sr leadership is usually really sharp and ethical, but the whole organization is still plagued by bureaucracy and dumb business systems.",36 - 40,"Director, Global QA",Quality,,Hybrid,4.0,,0.0,,15.0,,Salaried,Not applicable,200000.0,N/A (no overtime/am salaried),,No commission,60000.0,3.0,,,,,,Bachelors,2.0,USD - US dollar,,highly variable RSU retention bonus,
2025-08-13 04:51:35.111000,,Ireland,Cork,,,GE Healthcare,Public,Pharmaceutical (including “big pharma”),5000+,"So far, experience has been excellent, 5/5",36 - 40,Graduate Scientist ,Manufacturing,,In-Person,1.0,,0.0,Lean SS,0.0,,Salaried,Not applicable,38000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,0.0,Not sure,Not sure,Bachelors,0.0,EUR - euro,,,
2025-08-12 17:45:22.060000,,United States,,California,,Prefer not to say,Public,Contract Research Organization,200-1000,,46 - 50,Senior Engineering Manager,Operations,Manage people and equipment supporting operations of a CRO lab,Remote,5.0,,0.0,,15.0,,Salaried,Not applicable,164000.0,N/A (no overtime/am salaried),8.0,No commission,0.0,1.5,,,,4% 401k match ,,Bachelors,4.0,USD - US dollar,,,9.0
2025-08-12 17:20:15.121000,,United States,,Arizona,,Prefer not to say,"provate, non-profit",Academia/Research/Institution,200-1000,I love my institute. Pay could be better but we are a non-profit.,36 - 40,"Associate VP, Research Compliance",regulatory and compliance,Oversee research compliance,Hybrid,4.0,,0.0,,25.0,,Salaried,Not applicable,180000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,we have cost of living raises between 2-4%,0.0,0.0,0.0,401k with 6% match,"various healthcare plans, dental, FSA accounts",PhD,22.0,USD - US dollar,"thanks,",Bonuses are not a given. we may get stretch goals bonuses if the institute does well,0.08
2025-08-11 11:13:13.407000,,United States,,Illinois,,SAB Biotherapeutics ,Public,Pharmaceutical (including “big pharma”),50-200,,30 - 35,Senior Regulatory Affairs Associate ,Regulatory ,Global regulatory and submissions.,Remote,5.0,,0.0,,10.0,,Salaried,Not applicable,97000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,Have not been long enough to have an annual yearly raise,5000.0,0.0,0.0,4% match,UNHC no HSA contributions ,Bachelors,1.0,USD - US dollar,,Signing 5k,10.0
2025-08-11 07:36:43.158000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Principal Health Economist ,Data Science / Bioinformatics,,Remote,5.0,,12.0,,15.0,,Salaried,Not applicable,255000.0,N/A (no overtime/am salaried),24.0,No commission,55000.0,3.5,,,,0.1,,PhD,9.0,USD - US dollar,,,48.0
2025-08-10 17:56:49.418000,,United Kingdom,Oxford,,,University of Oxford,Academia/College/Universities,Academia/Research/Institution,5000+,,36 - 40,Research Assistant,Data Science / Bioinformatics,,Hybrid,1.0,,0.0,,0.0,,Salaried,Not applicable,34900.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,0.0,GBP - sterling,,,
2025-08-10 16:49:43.098000,,United States,,Texas,,Thermo Fisher Scientific,Public,Biotech Equipment,5000+,,36 - 40,"Scientist III, Molecular Biology",Research,"Research and development of sample preparation for nucleic acid extractions, across a range of sample types and chemistries and instrumentation, with a specialization in verification and validation on the team.",In-Person,1.0,,0.0,,14.0,,Salaried,Not applicable,100500.0,N/A (no overtime/am salaried),5.0,No commission,0.0,5.0,0.0,none,0.0,401K match,"Range of benefit choices, but uses United Health Care which sucks.  ",Bachelors,3.5,USD - US dollar,,Additional bonus based on company and individual performance,8.0
2025-08-10 11:08:12.306000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),200-1000,Great Company Comp and Perks - Leadership could improve,30 - 35,Sr. Medical Science Liaison,Medical Affairs,Scientific Engagement with Physicians and Congress/Conference attendance,Remote,5.0,,15.0,MSN APRN DNP NP,15.0,,Salaried,Not applicable,257000.0,N/A (no overtime/am salaried),30.0,No commission,30000.0,0.04,50000.0,30000.0,25000.0,"401K, Car Allowance, Education Allowance, 12 weeks of vacation, Phone Allowance,",,DNP,7.0,USD - US dollar,,Stock ,0.35
2025-08-09 11:42:22.824000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Senior Scientist I,Research,,In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,150000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,Company/Institution does not have annual yearly raise,,,,"401K, no match",HDHP with employer HSA contribution,PhD,1.0,USD - US dollar,,,15.0
2025-08-09 06:15:25.196000,,United States,,California,,Pacira Biosciences,Public,Pharmaceutical (including “big pharma”),200-1000,Company is in a turnaround scenario with new leadership and staff. Enjoy the environment and people.,41 - 45,Director,Marketing,Develop and execute marketing strategies and tactics.,Remote,2.0,,0.0,,14.0,,Salaried,Not applicable,235000.0,N/A (no overtime/am salaried),23.0,No commission,50000.0,Have not been long enough to have an annual yearly raise,,$70000 RSUs + options,0.0,5% 401K match,Aetna PPO insurance for couple hundred bucks/month,Bachelors,<1,USD - US dollar,,,
2025-08-07 08:34:33.320000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,8/10,Less than 30,Quality Assurance Specialist,Analytical Development,,Hybrid,2.0,,0.0,,8.0,,Hourly,40.0,124800.0,1.5x base,,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,N/A,N/A,Bachelors,1.0,USD - US dollar,,,
2025-08-07 04:44:54.718000,,United Kingdom,Remote,,,Prefer not to say,Public,Techbio,200-1000,,36 - 40,"Director, Clinical Pharmacology",Clinical,,Remote,5.0,,0.0,,9.0,,Salaried,Not applicable,116100.0,N/A (no overtime/am salaried),20.0,No commission,140000.0,Company/Institution does not have annual yearly raise,,,,5% match salary sacrifice,,Bachelors,1.0,GBP - sterling,,,15.0
2025-08-06 11:13:46.722000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist II,Research,,In-Person,0.0,,1.0,,1.0,,Salaried,Not applicable,120000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,Have not been long enough to have an annual yearly raise,15000.0, None,58000.0,10% 401k match,"Cigna gold plans, company pays 85% of premiums ",PhD,1.0,USD - US dollar,,,12.0
2025-08-06 10:33:23.813000,,United States,,California,,Prefer not to say,Public,Cell and Gene Therapy,5000+,,36 - 40,Associate Director ,CMC,Program management ,Hybrid,2.0,,4.0,,6.0,,Salaried,Not applicable,180000.0,N/A (no overtime/am salaried),17.5,No commission,24000.0,0.035,,,,,,PhD,1 year,USD - US dollar,,,
2025-08-06 10:19:40.036000,,United States,,Pennsylvania,,Merck,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Specialist Engineering,Manufacturing,,In-Person,1.0,,0.0,,2.0,,Salaried,Not applicable,92500.0,N/A (no overtime/am salaried),8.0,No commission,0.0,0.03,,,,,,Bachelors,1.0,USD - US dollar,,,
2025-08-06 09:52:18.998000,,Canada,,,Ontario,Resilience,Private,Contract Manufacturing Organization,200-1000,,41 - 45,Scientist,Research,Development lab work and support for client projects ,In-Person,0.0,,0.0,,11.0,,Salaried,Not applicable,125000.0,1.5x,12.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,0.0,"RRSP, DPSP, ",N/A - Canada,Masters,1 month,CAD - Canadian dollar,,,
2025-08-05 20:40:19.756000,,United States,,New Jersey,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Scientist,Analytical Development,"Method transfer, testing, validation",In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,110000.0,N/A (no overtime/am salaried),7.5,No commission,4000.0,Have not been long enough to have an annual yearly raise,,,,6.5,,Masters,1.0,USD - US dollar,,,
2025-08-05 15:43:31.650000,,United States,,California,,Senti Biosciences,Public,Cell and Gene Therapy,1-50,Great company culture but the benefits could use help,30 - 35,"Associate Director, Lab Operations And Facilities",Operations,Lab and Facility Mgmt,In-Person,0.0,,0.0,,10.0,,Hourly,35.0,136500.0,1.5x base,,No commission,0.0,Company/Institution does not have annual yearly raise,0.0,0.0,0.0,401k 5%,,Bachelors,1.0,USD - US dollar,,,
2025-08-04 16:35:10.402000,,United States,,Oregon,,Thermo Fisher,Public,Biotech Equipment,5000+,,36 - 40,Product Applications Specialist ,Pre/Post Sales activities,,In-Person,0.0,,1.0,,1.0,,Salaried,Not applicable,109000.0,N/A (no overtime/am salaried),8.0,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,6% match,Yes,PhD,1.0,USD - US dollar,,,
2025-08-03 17:18:57.798000,,United States,,New Jersey,,Merck,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Senior Scientist,Research,,In-Person,2.0,,2.0,,7.0,,Salaried,Not applicable,145500.0,N/A (no overtime/am salaried),13.0,No commission,0.0,3.0,5000.0,,25000.0,,,PhD,3.0,USD - US dollar,,,14.82
2025-08-01 22:24:37.191000,,United States,,Massachusetts,,Prefer not to say,Private,Contract Manufacturing Organization,1000-5000,3/5. Recently switched to Account Management due to work/life balance issues in previous position. Pay is very mediocre but not many options in my part of the state in this field (not interested in moving to Boston). Management in my office sucks. Lots of micromanaging. WFH is nice for Account Managers and Finance team. ,36 - 40,Account Manager,Business Development,Manage client projects. Serve as a bridge between clients and laboratory staff.,Remote,5.0,,0.0,,4.0,,Salaried,Not applicable,70000.0,N/A (no overtime/am salaried),,No commission,0.0,0.03,,,,"401k match - 100% up to 3%, 50% for next 3% (so contribute 6%, it's matched 4.5%)",,Bachelors,<1,USD - US dollar,,Small yearly bonus depending on company performance. Usually ~1 paycheck worth.,
2025-08-01 12:22:50.935000,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,41 - 45,Sr QA Associate II,Quality,,Hybrid,2.0,,0.0,,5.0,,Salaried,Not applicable,109000.0,N/A (no overtime/am salaried),12.5,No commission,4.0,3-4%,,,,,,Masters,3.0,USD - US dollar,,,
2025-07-31 10:32:18.017000,,United States,,Massachusetts,,GSK,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Analytical Operations Manager,Analytical Development,"Ownership of QMS, Management monitoring, Dev/CAPA/CC, training, EMS, sample management, analytical planning, risk assessments, audit management, risk assessments, Gembas",Hybrid,2.0,,0.0,,12.0,,Salaried,Not applicable,152000.0,N/A (no overtime/am salaried),18.0,No commission,18000.0,0.3,,,,7% 401k contribution and 4% 401k match ,HMO with $1000 deductible ,Masters,1.5,USD - US dollar,,,24.0
2025-07-30 10:49:10.635000,,United States,,Massachusetts,,Start-Up Biotech Organization,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,"Director, Data Management",Clinical,,Remote,5.0,,0.0,,10.0,,Salaried,Not applicable,228000.0,N/A (no overtime/am salaried),20.0,No commission,800000.0,3.0,,,,401k match (match for first 4% and then half for next 2%),healthcare insurance paid 100% by employer,Masters,1.0,USD - US dollar,,,20.0
2025-07-29 11:04:07.353000,,Belgium, ,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Principal scientist process chemistry,Research,define synthetic route for commercial production of novel APIs,In-Person,0.0,,4.0,,6.0,,Salaried,Not applicable,105000.0,N/A (no overtime/am salaried),14.0,No commission,12000.0, ,,,,,,PhD,6.0,EUR - euro,,,
2025-07-29 08:40:22.261000,,Canada,,,Ontario,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,41 - 45,"Manager, Quality Assurance",Quality,,Remote,5.0,,7.0,,7.0,,Salaried,Not applicable,105000.0,N/A (no overtime/am salaried),10.0,No commission,20000.0,Have not been long enough to have an annual yearly raise,,3000 stock options,,5% match,,Bachelors + post-grad cert,<1,CAD - Canadian dollar,,,
2025-07-29 07:51:47.323000,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,30 - 35,Associate Scientist II,Research,In vivo ,In-Person,0.5,,3.0,,3.0,,Salaried,Not applicable,78000.0,N/A (no overtime/am salaried),8.0,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,6.0,,Bachelors,1.0,USD - US dollar,,ESPP ,N/a
2025-07-28 22:28:54.886000,,United States,,New Jersey,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,4/5,51 - 60,Executive Director,Data Science / Bioinformatics,Commercial Insights & Analytics,Hybrid,2.0,,0.0,,15.0,,Salaried,Not applicable,365000.0,N/A (no overtime/am salaried),32.0,No commission,120000.0,0.0325,180000.0,RSU grants,0.0,401k match 10%,typical,Masters,2.0,USD - US dollar,"3/5, not enough specificity in certain places",,0.32
2025-07-28 20:35:31.100000,,United States,,Massachusetts,,Moderna,Public,Pharmaceutical (including “big pharma”),1000-5000,"A lot of stress and political upheaval, dont know whats coming ",41 - 45,Associate Specialist,Manufacturing,"Deviations, batch review, capas, change controls, doc revisions",In-Person,1.0,,0.0,,8.0,,Hourly,36 - 48,45.83,1.5 x base,8.0,No commission,10000.0,0.03,10000.0,15000.0,10000.0,"401k match, benepass, therapy abd other usual ones","FSA, $123 medical for family per pay period",Bachelors,1.0,USD - US dollar,,Stocks,0.088
2025-07-28 15:53:50.476000,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,1000-5000,,41 - 45,Senior Scientist,Research,In vitro disease models and toxicology,In-Person,0.0,,7.0,,4.0,,Salaried,Not applicable,152500.0,N/A (no overtime/am salaried),18.0,No commission,53000.0,0.03,,"45000 (50% RSU, 50% options)",,6% 401k match,,PhD,1.5,USD - US dollar,,RSU (35% base),20% cash + 35% RSU
2025-07-27 20:38:17.715000,,United States,,Massachusetts,,Astrazeneca,Private,Pharmaceutical (including “big pharma”),5000+,4 over 5,36 - 40,Senior research scientist,Research,Computational chemist,Hybrid,2.0,,3.0,,4.0,,Salaried,Not applicable,150000.0,N/A (no overtime/am salaried),17.0,No commission,105000.0,Have not been long enough to have an annual yearly raise,15000.0,,,401k 6% match,"Standard medica, eye and dental insurance, HSA, FSA, eye and dental FSA",PhD,1.0,USD - US dollar,,,0.24
2025-07-27 16:56:44.122000,,United Kingdom,London,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,30 - 35,Bioinformatician,Data Science / Bioinformatics,,Hybrid,4.0,,0.0,,4.0,,Salaried,40.0,47000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,,,Masters,0.0,GBP - sterling,,,
2025-07-27 13:50:27.847000,,United States,,Washington,,Prefer not to say,Private,Contract Research Organization,1-50,,36 - 40,Scientist I,Research,,In-Person,0.0,,0.0,,9.0,,Salaried,Not applicable,105000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Company/Institution does not have annual yearly raise,0.0,RSU,,None,,Masters,4.0,USD - US dollar,,None,0.0
2025-07-27 13:25:48.145000,,United States,,California,,Kite,Subsidiary,Cell and Gene Therapy,1000-5000,,36 - 40,Laboratory Operations Manager,Operations,Manage the lab spaces and equipment,Hybrid,1.0,,0.0,,8.0,,Salaried,Not applicable,150000.0,N/A (no overtime/am salaried),15.0,No commission,10000.0,0.035,15000.0,30000 RSUs,,"100% 401K match up to $15,000/yr. ",Comprehensive benefits,Masters,2.0,USD - US dollar,,,15.0
2025-07-26 22:07:41.353000,,United States,,Maryland,,Prefer not to say,Government,Academia/Research/Institution,1000-5000,,41 - 45,Health Science Administrator ,Administration,,In-Person,0.0,,10.0,,17.0,,Salaried,Not applicable,142000.0,N/A (no overtime/am salaried),,No commission,0.0,0.029,,,,,,PhD,10.0,USD - US dollar,,,
2025-07-25 12:21:38.229000,,United States,,California,,Genentech,Private,Pharmaceutical (including “big pharma”),5000+,"Good science, nice people.  Okay work/life balance. ",46 - 50,Scientist 3,Research,Bench Scientist working on large scale functional genomics projects. ,In-Person,0.0,,0.0,,0.0,,Salaried,Not applicable,142000.0,N/A (no overtime/am salaried),15.0,No commission,5000.0,Have not been long enough to have an annual yearly raise,15000.0,14% of base salary in stock options over 3 years,0.0,4% 401k match,,PhD,1.0,USD - US dollar,,,n/a
2025-07-24 23:21:40.287000,,United States,,Massachusetts,,Takeda ,Public,Pharmaceutical (including “big pharma”),5000+,-,41 - 45,Associate director commercial  ,Market access ,Market access strategy and marketing,Hybrid,3.0,,0.0,,7.0,,Salaried,Not applicable,200000.0,N/A (no overtime/am salaried),22.0,No commission,44000.0,Have not been long enough to have an annual yearly raise,0.0,7500 max stock purchasing plan,0.0,4% 401k match,Unaware,Masters, months ,USD - US dollar,-,0.0,0.0
2025-07-24 11:33:21.524000,,United States,,New York,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,Just got the job so I can’t ,36 - 40,Associate scientist ,Research,Lab Automation for the seamless processing of immunodiagnostic samples. ,In-Person,0.0,,0.0,,5.0,,Salaried,Not applicable,75000.0,N/A (no overtime/am salaried),7.5,No commission,0.0,Have not been long enough to have an annual yearly raise,5000.0,0.0,0.0,4.5,Full benefits ,Masters,0.0,USD - US dollar,,Sign on ,6.0
2025-07-24 10:16:54.736000,,United States,,Massachusetts,,Moderna,Public,Industrial Biotech,5000+,,36 - 40,Principal Scientist,Research,,In-Person,1.0,,2.0,,8.0,,Salaried,Not applicable,175000.0,N/A (no overtime/am salaried),15.0,No commission,70000.0,"Yes, annual raise",,,,,,PhD,5.0,USD - US dollar,,,
2025-07-23 23:50:51.742000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,46 - 50,Sr. Director of Antibody Engineering,Research,,Hybrid,1.0,,0.0,,7.0,,Salaried,Not applicable,245000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,4.0,,,,,,PhD,2.5,USD - US dollar,,,15.0
2025-07-23 14:24:28.104000,,United States,,California,,Myriad Genetics,Public,Diagnostics,1000-5000,,36 - 40,Lab Automation Engineer,Research,,In-Person,0.0,,0.0,,8.0,,Salaried,Not applicable,121000.0,N/A (no overtime/am salaried),,No commission,0.0,3.0,,,,"401k, pay $100/mo towards student loans ","FSA, HSA, PPO, Kaiser",Bachelors,2.5,USD - US dollar,,,
2025-07-23 04:38:19.817000,,United Kingdom,Edinburgh,,,Concept Life Sciences,Private,Contract Research Organization,50-200,,36 - 40,Scientist,Research,,In-Person,0.0,,0.0,,12.0,,Salaried,Not applicable,31181.0,N/A (no overtime/am salaried),,No commission,0.0,~2%,0.0,0.0,0.0,5% of salary paid into pension by employer,Employee Assistance Plan,Bachelors,3.0,GBP - sterling,,,
2025-07-23 02:58:35.096000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Associate Director ,CMC,Drug substance development,In-Person,0.0,,0.0,,8.0,,Salaried,Not applicable,199700.0,N/A (no overtime/am salaried),15.0,No commission,25000.0,0.04,0.0,40K options over 4 yrs,0.0,Employee contribute 5% company match 4%,HMO/PPO plan,PhD,1.5,USD - US dollar,,,13.5
2025-07-22 18:02:51.084000,,United Kingdom,Cambridge,,,AstraZeneca,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Director,Research,Medicinal Chemistry Leader,In-Person,1.0,,12.0,,9.0,,Salaried,Not applicable,78500.0,N/A (no overtime/am salaried),12.0,No commission,0.0,4.0,10000.0,None,0.0,None,Healthcare included,PhD,2.0,GBP - sterling,,"Stocks, about 4500GBP per year",16.0
2025-07-22 16:37:38.404000,,United States,,California,,Caltech ,Academia/College/Universities,Academia/Research/Institution,1-50,,41 - 45,Research technician,Research,Lab logistics and histology/ molecular biology for individual projects ,In-Person,0.0,,0.0,,5.0,,Hourly,40.0,56000.0,1.5x base,,No commission,0.0,1.5,,,,,,Masters,2.0,USD - US dollar,,,
2025-07-22 10:45:33.347000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Co-op,Research,Oncology research contract position ,In-Person,0.0,,0.0,,0.0,,Hourly,40.0,68640.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,,,"Bachelors degree, almost finished with MS bioE",0.0,USD - US dollar,,,
2025-07-22 01:18:45.275000,,United States,,North Carolina,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,46 - 50,"Director, Clinical Science ",Clinical,,Remote,5.0,,1.0,,11.0,,Salaried,Not applicable,265000.0,N/A (no overtime/am salaried),30.0,No commission,100000.0,Have not been long enough to have an annual yearly raise,,,,,,PhD,2 months,USD - US dollar,,,0.3
2025-07-21 06:35:34.262000,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,50-200,3.5/5,36 - 40,Scientist I,Analytical Development,Develop assays and qualify for drug substance characterization,In-Person,1.0,,0.0,,9.0,,Salaried,Not applicable,145000.0,N/A (no overtime/am salaried),8.0,No commission,2500.0,4.0,10000.0,2500.0,0.0,"4% 401k match, ","DCFSA, ortho benefits ",Masters,2.5,USD - US dollar,,RSUs,8.0
2025-07-19 16:45:59.718000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,46 - 50,"Director, Business Development",Business Development,Typical in-license focused BD function.,Hybrid,2.0,,0.0,,18.0,,Salaried,Not applicable,246000.0,N/A (no overtime/am salaried),25.0,No commission,0.0,2.6,0.0,0.0,45000.0,,,PhD,2.0,USD - US dollar,,N/A,0.255
2025-07-19 04:32:53.390000,,Portugal,Lisbon,,,Roche,Private,Diagnostics,5000+,They pay trainees excepcionally bad despite qualifications and experience performing similar tasks (within academia as research fellow) ,36 - 40,Medical Affairs Trainee,Research,,Hybrid,2.0,,0.0,,0.0,,Salaried,Not applicable,12000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,0.0,,Health insurance ,Masters,0.0,EUR - euro,,,
2025-07-18 23:11:05.662000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),50-200,"My first major job out of school, landed in an amazing team who all learn from each other. I've developed quickly as an asset with leadership giving me ample opportunity to present, speak, and engage in activities (or am invited to things) I am not required to do just as a learning experience. 10/10. Small biotech can do amazing work. This group has tried extremely hard to maintain its employees and the culture has been nothing but stellar to work in overall.",41 - 45,Scientist II,Research,"Chemistry, synthesis",In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,141668.0,N/A (no overtime/am salaried),15.0,No commission,7034.79,0.07,15000.0,"Grant to purchase 3150 shares, started vesting after 1 year and every month thereafter. Board of directors has given out additional grants as encouraging milestones were met. Company enrolls in an employee stock purchase plan if you so choose.",0.0,"401k match up to $12,000","Wide variety of benefits that are al a carte. Employer covers long and short term disability costs for a few thousand, life insurance for about 300k. Employer contributes ~$3k to HSA annually. Bare bones for a single person with no dependents my out of pocket costs including HDHP, dental, vision costs me about $86 per paycheck (~$2k per year). ",PhD,3.0,USD - US dollar,"I have yet to read through most of it, but I love the concept and I hope to contribute again.",,15.0
2025-07-18 17:20:32.124000,,United States,,New Jersey,,Integra LifeSciences,Public,Medical/Health Devices,5000+,Poor,41 - 45,Senior Chemist,Analytical Development,I help resolve issues for the company using a variety of instruments.,In-Person,0.0,,0.0,,10.0,,Salaried,Not applicable,87000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.0,0.0,0.0,0.0,401k with 5% match,"United Healthcare, VSP eye insurance",Bachelors,7.0,USD - US dollar,,,7.0
2025-07-18 12:50:20.798000,,United States,,Michigan,,LabCorp Early Development Laboratories,Private,Contract Research Organization,5000+,"3/10 - Good place to start, but terrible culture, terrible management, constant reorgs, bad retention rate. Decent pay for the job requirements and compared to other companies for the same position. Do not reccomend working here unless there are no other options",36 - 40,Study Technician III,Preclinical,"Mouse handling and restraint to administer drug and cells through various dosing routes, such as PO, IP, IV, and SC. Additionally, training in blood draws, necropsies, implants, SARRP, and research study preparation. Accurately and ethically obtains and records findings and information of present studies. Conduct and employ animal husbandry practices to ensure animal welfare. Give additional operations support when and where needed",In-Person,0.0,,0.0,"ALAT, LAT",3.0,,Hourly,40.0,62004.8,1.5x,,No commission,0.0,Company/Institution does not have annual yearly raise,0.0,ESPP,0.0,6% 401k match,"HSA rewards, three tiers of plans, high deductibles, free blood testing at LabCorp sites",Bachelors,3.0,USD - US dollar,"Simple, straightforward",,0.1041
2025-07-18 07:43:01.002000,,Germany,Berlin,,,Prefer not to say,Private,Biotech consulting,1-50,,41 - 45,Senior Consultant,Business Development,"Asset screening, technical due diligence, clinical strategy",Hybrid,3.0,,1.0,,4.0,,Salaried,Not applicable,106000.0,N/A (no overtime/am salaried),20.0,No commission,0.0,0.01,,,,,,PhD,4.0,EUR - euro,,Personal performance bonus 15%,0.26
2025-07-17 19:25:48.452000,,United States,,Utah,,Prefer not to say,Private,Diagnostics,1-50,,41 - 45,Principal Scientist,Research,,In-Person,0.0,,0.0,,1.0,,Salaried,Not applicable,141000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,4.0,,,,,,PhD,1.0,USD - US dollar,,0.0,0.0
2025-07-17 19:18:58.192000,,United States,,New Jersey,,Evotec (Insourced at Merck),Private,Contract Research Organization,1000-5000,,30 - 35,Research Associate ,Research,Protein expression group working with Microbiology and High throughput sequencing,In-Person,0.0,,0.0,,0.0,,Salaried,Not applicable,64000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,3% Match,,Masters,6 months,USD - US dollar,,,
2025-07-16 23:52:34.302000,,United States,,Massachusetts,,Sarepta,Public,Cell and Gene Therapy,200-1000,,36 - 40,Lead engineer ,Data Science / Bioinformatics,"Manufacturing Data Analytics, Data Science, Data Visualization, Data Engineering ",Hybrid,2.0,,13.0,,10.0,,Salaried,40.0,159000.0,N/A (no overtime/am salaried),15.0,No commission,10000.0,4.0,,,,,,Masters,3.0,USD - US dollar,,,18.0
2025-07-16 23:20:57.231000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,Love the company and the culture. Leadership is transparent and decisions are fueled by employee input .,36 - 40,Associate Scientist 2,Research,,In-Person,0.0,,0.0,,5.0,,Salaried,Not applicable,110000.0,N/A (no overtime/am salaried),10.0,No commission,15000.0,4.9,10000.0,,6000.0,,,Masters,1.5,USD - US dollar,,,15.0
